ID,label,label0,label1,label2,label3,label4
11077,6,8,8,8,8,8
11078,9,7,7,7,7,7
11079,0,4,4,4,4,4
11080,5,3,3,3,3,3
11081,4,0,0,0,0,0
11082,9,5,5,5,5,5
11083,7,6,4,4,6,4
11084,1,4,4,4,4,4
11085,3,9,9,9,9,9
11086,7,8,8,8,8,8
11087,9,6,6,6,0,6
11088,3,1,1,1,1,1
11089,0,9,9,9,9,9
11090,4,7,7,7,7,7
11091,2,3,3,3,3,3
11092,8,4,4,4,4,4
11093,5,2,2,2,2,2
11094,0,2,0,2,2,6
11095,2,6,6,6,6,6
11096,0,0,0,0,0,0
11097,1,0,0,0,0,0
11098,6,1,1,1,1,1
11099,7,7,7,7,7,7
11100,0,6,6,6,6,6
11101,9,6,6,6,6,6
11102,1,6,6,6,6,6
11103,9,2,2,2,2,2
11104,3,4,4,4,4,4
11105,9,0,0,6,6,6
11106,4,0,0,0,0,0
11107,1,7,7,7,7,7
11108,1,9,9,9,9,9
11109,0,0,0,0,0,0
11110,9,3,3,3,3,3
11111,8,8,8,8,8,8
11112,3,1,1,1,1,1
11113,3,5,5,5,5,5
11114,5,4,4,4,4,4
11115,8,8,8,8,8,8
11116,5,8,8,8,8,8
11117,1,5,5,5,5,5
11118,6,9,9,9,9,9
11119,7,8,8,8,8,8
11120,7,4,4,4,4,4
11121,1,4,4,4,4,4
11122,1,2,2,2,2,2
11123,0,8,8,8,8,8
11124,8,5,5,5,5,5
11125,5,4,4,6,6,6
11126,0,0,0,0,0,0
11127,1,3,3,3,3,3
11128,0,8,8,8,8,8
11129,8,0,0,0,0,0
11130,3,0,0,0,0,0
11131,7,1,1,1,1,1
11132,4,0,0,0,0,0
11133,1,8,8,8,8,8
11134,0,6,6,6,6,6
11135,8,2,2,2,2,2
11136,0,5,5,5,5,5
11137,4,3,3,3,3,3
11138,1,3,3,3,3,3
11139,3,3,3,3,3,3
11140,3,4,4,4,4,4
11141,4,2,2,2,2,6
11142,1,8,8,8,8,8
11143,3,9,9,9,9,9
11144,8,0,0,0,0,0
11145,2,4,4,4,4,4
11146,8,6,6,6,2,6
11147,2,0,0,0,0,0
11148,6,5,5,5,5,5
11149,6,7,7,7,7,7
11150,1,8,8,8,8,8
11151,0,5,5,5,5,5
11152,0,1,1,1,1,1
11153,8,0,0,6,0,6
11154,0,0,0,6,8,6
11155,6,9,9,9,9,9
11156,4,6,6,6,6,6
11157,0,9,9,9,5,9
11158,9,3,3,4,4,3
11159,8,4,4,6,2,4
11160,7,5,5,5,5,5
11161,3,0,0,0,0,0
11162,2,7,7,7,7,7
11163,9,5,5,5,5,5
11164,4,3,3,3,3,3
11165,2,6,6,6,6,6
11166,1,5,5,5,5,5
11167,4,1,1,1,1,1
11168,2,3,4,3,4,3
11169,5,4,6,6,2,4
11170,1,8,8,8,8,8
11171,2,8,8,8,8,8
11172,2,4,4,4,4,4
11173,7,7,7,7,7,7
11174,8,4,4,4,4,4
11175,0,2,2,2,2,2
11176,8,9,9,9,9,9
11177,0,7,7,7,7,7
11178,7,7,7,7,7,7
11179,5,2,2,2,2,2
11180,4,3,3,3,3,3
11181,9,7,7,7,7,7
11182,9,9,9,9,9,7
11183,7,9,9,9,9,9
11184,4,2,2,2,2,2
11185,1,9,9,9,9,9
11186,0,9,9,9,9,9
11187,2,3,4,3,3,3
11188,5,9,7,9,9,7
11189,1,9,9,9,9,9
11190,5,7,7,7,7,7
11191,9,2,2,2,2,2
11192,5,9,9,9,9,9
11193,4,8,8,0,8,2
11194,8,2,2,6,2,2
11195,6,2,6,6,6,6
11196,8,2,2,2,2,2
11197,3,6,6,6,6,6
11198,0,8,8,8,8,8
11199,1,1,1,1,1,1
11200,9,9,9,9,9,9
11201,5,5,5,5,5,5
11202,1,7,7,7,7,7
11203,2,6,6,6,6,6
11204,1,6,6,6,6,6
11205,1,0,0,0,0,0
11206,3,1,1,1,1,1
11207,0,4,4,4,4,4
11208,0,4,4,4,4,4
11209,1,8,8,8,8,8
11210,9,4,4,4,4,4
11211,6,2,2,2,2,2
11212,8,3,3,3,3,3
11213,2,4,4,4,4,4
11214,2,2,2,2,2,2
11215,8,8,8,8,8,8
11216,9,7,7,7,7,7
11217,0,4,4,4,4,4
11218,7,7,7,7,7,7
11219,1,9,7,9,9,7
11220,4,3,3,3,3,3
11221,3,7,7,7,7,7
11222,8,1,1,1,1,1
11223,4,6,6,6,6,6
11224,2,2,2,2,2,2
11225,9,1,1,1,1,1
11226,1,3,3,3,3,3
11227,1,6,6,6,6,6
11228,7,4,4,4,4,4
11229,1,4,4,4,4,4
11230,9,5,5,5,5,5
11231,5,0,0,0,0,0
11232,6,0,0,0,0,6
11233,8,0,0,0,0,0
11234,1,3,3,3,3,3
11235,7,2,2,2,2,2
11236,8,5,5,5,5,5
11237,5,4,4,4,4,4
11238,8,4,4,4,4,2
11239,0,7,7,7,7,7
11240,2,3,3,3,3,0
11241,7,2,2,6,6,6
11242,1,9,9,9,9,9
11243,4,1,1,1,1,1
11244,9,1,1,1,1,1
11245,3,6,6,6,6,6
11246,5,1,1,1,1,1
11247,5,4,4,2,4,4
11248,7,4,4,4,4,4
11249,4,6,6,6,6,6
11250,7,9,9,9,9,9
11251,6,3,3,3,3,3
11252,0,9,9,9,9,9
11253,0,1,1,1,1,1
11254,5,0,0,0,0,0
11255,3,4,4,4,4,4
11256,7,9,9,9,9,9
11257,1,8,8,8,8,8
11258,1,9,9,9,9,9
11259,6,5,5,5,5,5
11260,9,0,0,0,0,0
11261,7,8,8,8,8,8
11262,6,6,6,6,6,6
11263,1,7,7,7,7,7
11264,1,4,4,4,4,4
11265,9,7,7,7,7,7
11266,0,8,7,7,8,7
11267,7,6,6,6,6,6
11268,2,0,2,0,0,0
11269,9,7,7,7,7,7
11270,6,6,6,6,6,6
11271,8,2,2,2,2,2
11272,8,3,3,3,3,3
11273,3,9,9,9,9,9
11274,0,5,5,5,5,5
11275,1,3,3,3,3,3
11276,9,2,2,2,2,2
11277,0,8,8,8,8,8
11278,4,9,9,9,9,9
11279,6,6,6,6,6,6
11280,8,0,0,0,0,0
11281,2,1,1,1,1,1
11282,2,7,7,7,7,7
11283,9,1,1,1,1,1
11284,5,1,1,1,1,1
11285,5,1,1,1,1,1
11286,8,9,9,9,9,9
11287,2,7,7,7,7,7
11288,5,3,3,3,3,3
11289,4,9,9,9,9,9
11290,5,1,1,1,1,1
11291,6,7,7,7,7,7
11292,0,3,3,3,3,3
11293,1,2,2,2,2,2
11294,9,8,8,8,8,8
11295,1,2,2,2,2,2
11296,1,1,1,1,1,1
11297,9,7,7,7,7,7
11298,7,6,6,6,6,2
11299,2,5,5,5,5,9
11300,8,1,1,1,1,1
11301,0,4,4,4,4,4
11302,3,1,1,1,1,1
11303,9,9,9,9,9,9
11304,6,6,6,6,6,6
11305,3,3,3,3,3,3
11306,7,0,0,0,0,0
11307,5,0,0,0,0,0
11308,5,4,4,4,4,4
11309,6,7,7,7,7,7
11310,3,6,6,6,6,6
11311,9,7,7,7,7,7
11312,4,7,7,7,7,7
11313,2,5,5,5,5,5
11314,1,5,5,5,5,5
11315,9,7,7,7,7,7
11316,8,4,4,3,4,3
11317,7,3,3,3,3,3
11318,9,5,5,5,5,5
11319,7,7,7,7,7,7
11320,6,6,6,6,6,6
11321,0,6,6,6,6,6
11322,1,2,2,2,3,0
11323,6,1,1,1,1,1
11324,9,2,2,2,2,2
11325,3,1,1,1,1,1
11326,2,1,1,1,1,1
11327,7,4,4,4,4,4
11328,4,0,0,0,0,0
11329,0,0,0,0,0,0
11330,6,9,9,9,9,9
11331,5,1,1,1,1,1
11332,9,5,5,5,5,5
11333,3,8,8,8,8,8
11334,9,8,8,8,8,8
11335,0,4,4,4,4,4
11336,5,6,6,6,6,6
11337,7,4,4,4,4,4
11338,1,7,7,7,7,7
11339,1,0,0,0,0,0
11340,8,1,3,1,1,1
11341,2,9,9,9,9,9
11342,9,3,4,4,4,4
11343,4,7,7,7,7,7
11344,3,1,1,1,1,1
11345,1,2,2,2,2,2
11346,1,7,7,7,7,7
11347,2,4,4,2,2,4
11348,4,1,1,1,1,1
11349,8,2,2,2,2,2
11350,2,7,7,7,7,7
11351,1,7,7,7,7,7
11352,1,1,1,1,1,1
11353,2,8,8,8,8,8
11354,0,0,0,0,0,0
11355,0,8,8,8,8,8
11356,4,5,5,5,5,5
11357,4,8,8,8,8,8
11358,0,9,9,9,9,9
11359,2,9,9,9,9,9
11360,3,8,8,8,8,8
11361,6,1,1,1,1,1
11362,2,7,7,7,9,7
11363,5,6,6,6,6,6
11364,7,7,7,7,7,7
11365,5,7,7,7,7,7
11366,2,8,8,8,8,8
11367,7,3,3,3,3,3
11368,6,7,7,7,7,7
11369,9,8,8,8,8,8
11370,6,4,4,4,4,4
11371,7,5,5,5,5,5
11372,9,5,5,5,5,5
11373,1,5,5,5,5,5
11374,2,1,1,1,1,1
11375,6,3,3,3,3,3
11376,1,5,5,5,5,5
11377,7,4,4,4,4,4
11378,5,8,8,8,8,8
11379,4,8,8,8,8,8
11380,4,5,5,5,5,5
11381,0,0,0,0,0,0
11382,8,8,8,8,8,8
11383,3,5,5,5,5,5
11384,1,4,4,4,4,4
11385,3,5,5,5,5,5
11386,6,8,8,8,8,8
11387,5,0,0,0,0,0
11388,9,5,5,5,5,5
11389,0,8,8,8,8,8
11390,1,5,5,5,5,5
11391,5,8,8,8,8,8
11392,9,9,7,7,9,7
11393,2,9,9,9,9,9
11394,0,4,4,4,4,4
11395,6,3,3,3,3,3
11396,1,6,6,4,6,6
11397,8,0,0,0,0,0
11398,4,9,9,9,9,9
11399,0,9,9,9,9,9
11400,8,8,8,8,8,8
11401,9,3,3,3,4,4
11402,5,3,3,3,3,3
11403,4,0,0,6,0,0
11404,9,3,3,3,3,3
11405,4,5,5,5,5,5
11406,8,9,9,9,9,9
11407,8,5,5,5,5,5
11408,3,2,2,2,6,6
11409,1,1,1,1,1,1
11410,0,7,7,7,7,7
11411,1,3,3,3,3,3
11412,1,3,3,3,3,3
11413,5,4,4,4,4,4
11414,0,2,2,2,2,2
11415,6,6,6,6,6,6
11416,7,5,5,5,5,5
11417,2,7,7,7,7,7
11418,4,0,0,0,0,0
11419,3,4,4,4,4,4
11420,8,1,1,1,1,1
11421,2,5,5,5,5,5
11422,9,4,4,6,6,4
11423,1,7,7,7,7,7
11424,2,1,1,1,1,1
11425,6,1,1,1,1,1
11426,9,3,3,3,3,3
11427,9,8,8,8,8,8
11428,4,5,5,5,5,5
11429,6,2,2,0,2,6
11430,5,3,3,3,3,3
11431,4,3,4,4,4,4
11432,5,3,3,3,3,3
11433,3,1,1,1,1,1
11434,0,6,0,0,0,0
11435,0,7,7,7,7,7
11436,5,3,3,3,3,3
11437,4,8,8,8,8,8
11438,1,8,8,8,8,8
11439,0,8,8,8,8,8
11440,5,4,4,4,4,4
11441,1,0,0,0,0,0
11442,3,2,2,2,2,2
11443,4,7,7,7,7,7
11444,7,3,3,3,3,3
11445,4,1,1,1,1,1
11446,7,8,8,8,8,8
11447,5,5,7,7,7,7
11448,0,3,3,3,3,3
11449,1,4,4,4,4,6
11450,2,9,9,9,9,9
11451,6,8,8,8,8,8
11452,7,5,5,5,5,5
11453,4,7,7,7,7,7
11454,1,6,6,6,6,6
11455,5,5,5,5,5,5
11456,9,6,0,0,2,0
11457,2,2,2,6,2,6
11458,6,8,8,8,8,8
11459,4,2,2,2,2,2
11460,5,0,0,0,6,6
11461,4,1,1,1,1,1
11462,3,9,9,9,9,7
11463,6,7,7,7,7,7
11464,0,2,2,2,2,2
11465,3,9,9,9,9,9
11466,5,4,4,4,4,4
11467,8,9,7,9,9,9
11468,4,6,6,6,6,6
11469,8,2,2,2,2,2
11470,0,6,6,6,6,6
11471,9,7,7,7,7,7
11472,5,8,8,8,8,8
11473,1,5,5,7,7,7
11474,5,4,4,4,4,4
11475,3,3,3,3,3,3
11476,3,4,4,4,4,3
11477,1,1,1,1,1,1
11478,2,3,3,3,3,3
11479,1,0,0,6,0,0
11480,6,8,8,8,8,8
11481,3,2,2,2,2,2
11482,2,8,8,8,8,8
11483,8,4,4,4,4,4
11484,0,0,0,0,6,0
11485,3,3,3,3,3,3
11486,2,6,4,2,2,2
11487,5,8,8,8,8,8
11488,4,5,5,5,5,5
11489,7,6,6,6,6,6
11490,0,2,2,2,2,2
11491,3,2,2,2,2,4
11492,2,0,0,0,0,0
11493,3,6,2,6,2,2
11494,9,8,8,8,8,8
11495,9,5,5,5,5,5
11496,0,5,5,5,5,5
11497,0,5,5,5,5,5
11498,0,5,5,5,5,5
11499,7,4,4,4,4,4
11500,5,2,2,2,2,2
11501,3,0,0,0,0,0
11502,0,2,6,6,2,6
11503,7,9,9,9,9,9
11504,8,8,8,8,8,8
11505,6,7,7,7,7,7
11506,6,4,4,4,4,6
11507,5,4,4,4,4,4
11508,6,4,4,6,4,4
11509,7,0,0,0,0,0
11510,6,3,3,3,3,3
11511,1,4,4,4,4,4
11512,2,3,0,4,3,3
11513,1,1,1,1,1,1
11514,4,0,0,0,0,0
11515,2,2,2,2,2,2
11516,0,2,2,2,2,2
11517,7,9,9,9,9,9
11518,9,0,0,6,6,0
11519,2,9,9,9,9,9
11520,0,1,1,1,1,1
11521,1,9,9,9,9,9
11522,0,3,3,3,3,3
11523,3,9,9,9,9,9
11524,0,9,9,9,9,9
11525,5,5,5,5,5,5
11526,4,6,6,6,6,6
11527,7,7,7,7,7,7
11528,3,4,4,4,4,4
11529,8,8,8,8,8,8
11530,5,4,4,4,4,4
11531,5,8,8,8,8,8
11532,6,0,0,0,0,0
11533,1,4,4,4,4,4
11534,1,8,8,8,8,8
11535,2,4,4,4,4,4
11536,4,4,4,4,4,4
11537,7,0,0,0,0,0
11538,4,2,2,2,2,2
11539,6,8,8,8,8,8
11540,0,8,8,8,8,8
11541,0,8,8,8,8,8
11542,6,2,2,2,2,4
11543,2,2,2,2,2,2
11544,3,9,9,9,9,9
11545,9,4,4,4,4,4
11546,6,7,7,7,7,7
11547,9,3,3,3,3,3
11548,0,2,2,2,2,2
11549,8,9,9,9,9,9
11550,3,0,0,0,0,0
11551,5,1,1,1,1,1
11552,7,7,7,7,7,7
11553,6,8,8,8,8,8
11554,0,2,2,2,2,2
11555,5,7,7,7,7,7
11556,2,2,2,2,2,2
11557,5,0,0,6,6,0
11558,1,0,0,0,0,0
11559,3,6,6,6,0,6
11560,2,2,2,2,2,2
11561,2,8,8,8,8,8
11562,7,8,8,8,8,8
11563,4,9,9,9,9,9
11564,3,2,2,2,2,2
11565,7,5,5,5,5,5
11566,7,7,7,7,7,7
11567,8,5,5,5,5,5
11568,1,3,3,3,3,3
11569,8,4,4,4,4,4
11570,6,0,0,0,0,0
11571,5,1,1,1,1,1
11572,5,4,4,4,4,4
11573,0,6,6,6,6,6
11574,2,4,4,4,4,4
11575,7,5,5,5,5,5
11576,8,4,4,4,6,4
11577,6,0,0,0,0,0
11578,4,4,6,4,6,6
11579,9,2,0,0,0,3
11580,4,9,9,9,9,9
11581,5,1,1,1,1,1
11582,4,0,2,0,2,2
11583,7,4,4,6,4,4
11584,4,2,2,2,2,2
11585,2,2,2,6,2,2
11586,0,2,2,2,2,2
11587,3,2,2,2,2,2
11588,8,7,7,7,7,7
11589,5,4,4,4,4,4
11590,6,2,2,2,2,2
11591,5,3,3,3,3,3
11592,9,8,8,8,6,8
11593,3,7,7,7,7,7
11594,4,9,9,9,9,9
11595,4,5,5,5,5,5
11596,8,2,2,2,2,2
11597,0,3,3,3,3,3
11598,5,8,8,8,8,8
11599,1,9,9,9,9,9
11600,6,0,6,0,6,0
11601,3,7,7,7,7,7
11602,3,1,1,1,1,1
11603,8,6,6,0,6,6
11604,0,5,5,5,5,5
11605,7,5,5,5,5,5
11606,3,1,1,1,1,1
11607,2,2,2,2,2,2
11608,8,5,5,5,5,5
11609,8,3,3,3,3,3
11610,4,3,3,3,3,3
11611,5,7,9,7,9,7
11612,1,3,4,4,3,3
11613,3,3,3,4,3,4
11614,1,2,2,2,2,2
11615,9,4,4,4,4,4
11616,1,2,2,2,2,2
11617,5,9,9,9,9,9
11618,5,7,7,7,7,7
11619,9,7,7,7,7,7
11620,4,0,0,0,0,0
11621,1,1,1,1,1,1
11622,6,8,8,8,8,8
11623,4,7,7,7,7,7
11624,6,8,8,8,8,8
11625,3,4,4,4,6,6
11626,6,4,4,4,4,4
11627,3,8,8,8,8,8
11628,8,0,0,6,6,0
11629,3,3,3,3,3,3
11630,1,7,7,5,7,7
11631,9,4,2,2,2,2
11632,7,3,3,3,3,3
11633,5,6,6,6,6,6
11634,9,6,6,6,6,6
11635,3,4,4,6,4,4
11636,8,3,3,3,3,3
11637,4,8,8,8,8,8
11638,2,6,2,6,2,6
11639,1,1,1,1,1,1
11640,0,4,4,4,4,4
11641,5,1,1,1,1,1
11642,4,1,1,1,1,1
11643,3,4,4,4,4,4
11644,4,5,5,5,7,5
11645,5,8,8,8,8,8
11646,1,5,5,5,5,5
11647,2,9,9,9,9,9
11648,7,1,1,1,1,1
11649,7,4,4,4,4,4
11650,8,4,4,4,4,4
11651,8,5,5,5,5,5
11652,8,0,0,0,0,0
11653,7,9,9,9,9,9
11654,5,1,1,1,1,1
11655,2,0,0,0,0,0
11656,3,6,6,6,6,6
11657,6,2,2,2,2,2
11658,1,2,2,2,2,2
11659,8,5,5,5,5,5
11660,5,6,4,4,4,4
11661,6,6,0,0,6,0
11662,8,5,5,5,5,5
11663,8,0,0,0,0,0
11664,7,6,6,6,6,6
11665,0,5,5,5,5,5
11666,1,6,6,6,6,6
11667,1,1,1,1,1,1
11668,6,0,0,0,0,6
11669,7,4,4,4,4,4
11670,6,5,5,5,5,5
11671,8,4,4,4,4,4
11672,9,3,3,3,3,3
11673,9,2,2,2,2,2
11674,6,3,4,4,4,4
11675,4,7,7,7,7,7
11676,2,3,3,3,3,3
11677,9,4,4,4,4,4
11678,2,3,3,3,3,3
11679,0,9,9,9,9,9
11680,1,6,6,6,6,6
11681,2,6,6,6,6,6
11682,9,3,3,3,3,3
11683,5,7,7,7,7,7
11684,2,3,3,3,3,3
11685,3,4,3,6,4,4
11686,9,3,3,3,3,3
11687,8,1,1,1,1,1
11688,0,7,7,7,7,7
11689,7,0,0,0,0,0
11690,2,5,5,5,5,5
11691,9,8,8,8,8,8
11692,8,2,2,2,2,2
11693,4,1,1,1,1,1
11694,8,7,7,7,7,7
11695,0,5,5,5,5,5
11696,3,9,9,9,9,9
11697,8,9,9,9,9,9
11698,1,4,4,4,6,4
11699,5,5,5,5,5,5
11700,8,9,9,9,9,9
11701,0,1,1,1,1,1
11702,8,8,8,8,8,8
11703,3,2,2,2,2,2
11704,1,3,3,4,3,4
11705,6,0,0,0,0,0
11706,5,3,3,3,3,3
11707,7,8,8,8,8,8
11708,9,8,8,8,8,8
11709,7,6,6,6,6,6
11710,9,1,1,1,1,1
11711,3,2,2,2,2,6
11712,5,7,7,7,7,7
11713,3,6,6,6,6,6
11714,0,9,9,9,9,9
11715,4,6,0,0,0,0
11716,6,8,8,8,8,8
11717,2,0,0,0,0,0
11718,0,1,1,1,1,1
11719,9,3,3,3,3,3
11720,2,9,9,9,9,9
11721,9,1,1,1,1,1
11722,3,0,0,0,0,0
11723,1,6,6,6,6,6
11724,7,0,0,0,0,0
11725,3,2,2,2,2,2
11726,3,5,5,5,5,5
11727,9,3,3,3,3,3
11728,2,9,9,9,9,9
11729,2,7,7,7,7,7
11730,5,9,9,9,9,9
11731,4,9,9,9,9,9
11732,6,7,5,5,5,5
11733,6,6,6,6,6,6
11734,1,7,7,7,7,7
11735,3,4,2,4,4,4
11736,9,3,3,3,3,3
11737,3,1,1,1,1,1
11738,0,8,8,8,8,8
11739,9,3,3,3,3,3
11740,5,7,7,7,7,7
11741,0,0,0,6,6,6
11742,0,7,7,7,7,7
11743,9,5,5,5,5,5
11744,7,3,3,3,3,3
11745,8,9,9,9,9,9
11746,0,8,8,8,8,8
11747,0,4,4,4,6,6
11748,5,7,7,7,7,7
11749,1,5,5,5,5,5
11750,1,6,6,6,6,6
11751,4,4,4,4,4,4
11752,5,8,8,8,8,8
11753,6,3,3,3,3,3
11754,0,0,0,0,0,0
11755,4,7,7,7,7,7
11756,1,6,6,0,6,6
11757,7,8,8,8,8,8
11758,6,0,0,6,6,6
11759,4,4,2,6,4,6
11760,4,3,3,3,3,3
11761,8,9,9,9,9,9
11762,0,4,4,4,4,4
11763,6,8,8,8,8,8
11764,9,4,4,4,4,4
11765,7,6,6,6,6,6
11766,7,7,7,7,7,7
11767,4,3,3,3,3,3
11768,1,5,5,5,5,5
11769,7,8,8,8,8,8
11770,7,2,2,2,2,2
11771,3,4,2,2,6,6
11772,5,5,5,5,5,5
11773,7,0,0,0,0,0
11774,4,6,6,6,6,6
11775,7,0,0,0,0,0
11776,6,2,2,2,2,2
11777,9,1,1,1,1,1
11778,0,0,6,6,6,6
11779,0,3,3,3,3,3
11780,4,5,5,5,5,5
11781,2,9,9,9,9,9
11782,7,9,9,9,9,9
11783,4,0,0,0,0,0
11784,4,1,1,1,1,1
11785,6,7,7,7,7,7
11786,5,3,3,3,3,3
11787,9,1,1,1,1,1
11788,0,9,9,9,9,9
11789,3,3,3,3,3,3
11790,8,3,3,3,3,3
11791,0,4,4,4,4,4
11792,4,3,3,3,3,3
11793,3,7,7,7,7,7
11794,5,5,5,5,5,5
11795,0,5,5,5,5,5
11796,9,2,2,2,2,2
11797,6,3,0,4,4,4
11798,0,3,3,3,3,3
11799,8,4,4,4,4,4
11800,4,1,1,1,1,1
11801,1,8,8,8,8,8
11802,8,9,9,9,9,9
11803,7,5,5,5,5,5
11804,7,2,2,2,2,2
11805,1,6,6,6,6,6
11806,6,9,9,9,9,9
11807,7,2,2,2,2,2
11808,3,3,3,3,3,3
11809,9,4,4,4,4,4
11810,5,8,8,8,8,8
11811,3,5,5,5,5,5
11812,3,2,2,2,2,2
11813,0,7,7,7,7,7
11814,3,5,5,5,5,5
11815,1,1,1,1,1,1
11816,9,9,9,9,9,9
11817,6,9,9,9,9,9
11818,9,3,3,3,3,3
11819,3,2,2,2,2,2
11820,8,5,5,5,5,5
11821,2,0,0,0,0,0
11822,6,3,3,3,3,3
11823,8,1,1,1,1,1
11824,4,7,7,7,7,7
11825,3,4,4,4,4,4
11826,4,0,0,0,0,0
11827,4,2,2,2,2,2
11828,2,8,8,8,8,8
11829,3,1,1,1,1,1
11830,6,5,5,5,5,5
11831,7,4,4,4,4,4
11832,8,9,9,9,9,9
11833,1,2,0,2,8,8
11834,3,7,7,7,7,7
11835,3,5,5,5,5,5
11836,0,8,8,8,8,8
11837,5,9,9,9,9,9
11838,5,0,0,0,0,0
11839,7,4,4,4,4,4
11840,6,8,8,8,8,8
11841,2,9,9,9,9,9
11842,3,7,7,7,7,7
11843,0,0,0,0,0,0
11844,1,7,7,7,7,7
11845,6,1,1,1,1,1
11846,2,4,4,4,4,4
11847,2,2,2,2,2,2
11848,4,6,6,6,6,6
11849,7,2,2,2,2,2
11850,6,1,1,1,1,1
11851,1,1,1,1,1,1
11852,7,6,6,6,6,6
11853,1,2,2,2,2,2
11854,9,0,0,0,0,0
11855,5,8,8,8,8,8
11856,1,3,3,3,3,3
11857,7,7,7,7,7,7
11858,2,3,3,3,3,3
11859,3,9,9,9,9,9
11860,6,2,2,2,2,2
11861,7,6,6,6,0,6
11862,9,0,0,0,0,0
11863,1,8,8,8,8,8
11864,8,4,2,2,2,4
11865,7,7,7,7,7,7
11866,0,9,9,9,9,9
11867,0,8,8,8,8,8
11868,1,1,1,1,1,1
11869,1,4,2,2,2,4
11870,2,1,1,1,1,1
11871,5,2,2,2,2,4
11872,4,6,6,6,6,6
11873,7,7,7,7,7,7
11874,3,4,4,4,4,4
11875,7,6,6,6,6,6
11876,6,4,4,4,4,4
11877,3,6,0,6,0,6
11878,2,2,2,2,2,2
11879,4,9,9,9,9,9
11880,6,7,7,7,7,7
11881,8,9,9,9,9,9
11882,8,8,8,8,8,8
11883,9,6,6,6,6,6
11884,4,5,5,5,5,5
11885,0,8,8,8,8,8
11886,6,3,3,3,3,3
11887,8,4,4,4,4,4
11888,4,7,7,7,7,7
11889,8,9,9,9,9,9
11890,2,4,4,4,4,4
11891,3,5,5,5,5,5
11892,4,9,9,9,9,9
11893,6,5,5,5,5,5
11894,9,2,2,6,2,2
11895,3,3,3,3,3,3
11896,5,2,6,2,2,2
11897,5,0,2,0,0,0
11898,8,4,4,4,4,4
11899,6,8,8,8,8,8
11900,7,5,5,5,5,5
11901,0,5,5,5,5,5
11902,5,9,9,9,9,9
11903,0,8,8,8,8,8
11904,9,1,1,1,1,1
11905,2,8,8,8,8,8
11906,4,0,0,0,0,0
11907,2,5,5,5,5,5
11908,1,5,5,5,5,5
11909,3,3,3,3,3,3
11910,9,6,6,6,6,6
11911,3,1,1,1,1,1
11912,0,1,1,1,1,1
11913,4,5,5,5,5,5
11914,5,1,1,1,1,1
11915,5,6,6,6,6,4
11916,6,0,0,0,0,0
11917,4,5,5,5,5,5
11918,4,5,5,5,5,5
11919,7,2,2,2,2,2
11920,5,8,8,8,8,8
11921,7,7,7,7,7,7
11922,5,8,8,8,8,8
11923,9,8,8,8,8,8
11924,9,3,3,3,3,3
11925,4,4,4,4,4,4
11926,8,1,1,1,1,1
11927,3,0,0,0,0,0
11928,8,5,5,5,5,5
11929,8,0,0,0,0,0
11930,4,3,3,3,3,3
11931,0,0,0,0,0,0
11932,7,3,3,3,3,3
11933,4,5,5,5,5,5
11934,2,1,1,1,1,1
11935,0,4,4,4,4,4
11936,3,2,2,2,2,2
11937,0,9,9,9,9,9
11938,6,6,6,6,6,6
11939,7,4,4,4,4,4
11940,3,4,4,4,4,4
11941,1,4,4,4,6,4
11942,6,0,0,0,0,0
11943,7,5,5,5,5,5
11944,8,0,0,0,0,0
11945,2,2,2,2,2,2
11946,2,4,2,4,4,4
11947,3,5,5,5,5,5
11948,8,4,4,4,4,4
11949,8,3,3,3,3,3
11950,5,5,5,5,5,5
11951,5,5,5,5,5,5
11952,5,4,4,4,2,4
11953,8,9,9,9,9,9
11954,9,4,4,4,4,4
11955,1,6,6,6,6,6
11956,6,4,4,4,4,4
11957,9,3,3,3,3,3
11958,0,3,3,4,3,0
11959,9,4,2,6,2,6
11960,5,9,9,9,9,9
11961,7,4,6,6,4,4
11962,9,4,4,4,4,4
11963,3,4,4,4,4,4
11964,2,1,1,1,1,1
11965,9,4,4,4,4,4
11966,8,5,5,5,5,5
11967,8,3,3,3,3,3
11968,0,8,8,8,8,8
11969,7,0,0,0,0,0
11970,0,1,1,1,1,1
11971,8,9,9,9,9,9
11972,3,1,1,1,1,1
11973,1,1,1,1,1,1
11974,7,5,5,5,5,5
11975,3,6,6,6,6,6
11976,2,5,5,5,5,5
11977,9,3,3,3,3,3
11978,0,9,9,9,9,9
11979,0,2,2,2,2,2
11980,4,4,4,6,4,4
11981,8,2,2,2,2,2
11982,9,8,8,8,8,8
11983,5,8,8,8,8,8
11984,5,5,5,5,5,5
11985,5,9,9,9,9,9
11986,7,4,4,4,4,4
11987,9,3,3,3,3,3
11988,4,7,7,7,7,7
11989,5,2,2,2,2,2
11990,7,7,7,7,7,7
11991,1,8,8,8,8,8
11992,8,9,9,9,9,9
11993,2,8,8,8,8,8
11994,2,3,3,3,3,3
11995,7,8,8,8,8,8
11996,7,0,0,0,0,3
11997,8,9,9,9,3,9
11998,6,8,8,8,8,8
11999,9,6,4,6,6,6
12000,6,8,8,8,8,8
12001,2,0,0,0,0,0
12002,2,1,1,1,1,1
12003,5,8,8,8,8,8
12004,9,5,5,5,5,5
12005,2,6,6,6,6,6
12006,4,4,4,4,4,4
12007,0,6,6,6,6,6
12008,3,8,8,8,8,8
